Date,Total_Equity
2023-06-27,41311525.68025644
2023-06-28,41361206.287525125
2023-06-29,41473615.59933306
2023-06-30,41486316.92933307
2023-07-03,41604869.71217307
2023-07-05,41324478.29695931
2023-07-06,41052094.62695931
2023-07-07,41202946.96076107
2023-07-10,41375720.315761074
2023-07-11,41809724.50697424
2023-07-12,41853193.615374245
2023-07-13,41842134.06117609
2023-07-14,41750094.0731761
2023-07-17,41769543.6411761
2023-07-18,41765446.305031866
2023-07-19,42026086.72003187
2023-07-20,41966751.569175415
2023-07-21,42003126.05917542
2023-07-24,42005670.50317542
2023-07-25,41997078.64381768
2023-07-26,41914461.15366785
2023-07-27,41778260.16166785
2023-07-28,42085465.17166785
2023-07-31,42414899.92166785
2023-08-01,41878049.30151859
2023-08-02,41636032.827815294
2023-08-03,41596736.94781529
2023-08-04,41405238.717815295
2023-08-07,41527705.05781529
2023-08-08,41300528.07661229
2023-08-09,41127407.982732
2023-08-10,40901555.465220004
2023-08-11,40537168.975219995
2023-08-14,40454404.0576375
2023-08-15,40022165.43717079
2023-08-16,39752815.66231894
2023-08-17,39599784.14691894
2023-08-18,39660826.29402457
2023-08-21,39736721.21432457
2023-08-22,39484840.874838315
2023-08-23,39501566.94927461
2023-08-24,39508672.64577461
2023-08-25,39667609.946074605
2023-08-28,39717749.37077461
2023-08-29,39934965.51378602
2023-08-30,39813191.98576966
2023-08-31,39780399.755719654
2023-09-01,39959497.08875924
2023-09-05,39815930.55875925
2023-09-06,39558185.27423243
2023-09-07,39281659.69491208
2023-09-08,39202173.169912085
2023-09-11,39314196.599912085
2023-09-12,39351767.72538554
2023-09-13,39249155.36038554
2023-09-14,39512341.74508741
2023-09-15,39383153.51508741
2023-09-18,39415930.55508741
2023-09-19,39282963.32589568
2023-09-20,39004574.78089569
2023-09-21,38622911.905532286
2023-09-22,38602886.70753229
2023-09-25,38751704.41446379
2023-09-26,38470036.34721697
2023-09-27,38646608.65607418
2023-09-28,38925294.87747418
2023-09-29,38966941.86737418
2023-10-02,38893321.240374185
2023-10-03,38445024.95378015
2023-10-04,38626568.779305026
2023-10-05,38612013.52930502
2023-10-06,38779529.749305025
2023-10-09,38914443.37930502
2023-10-10,39260194.45135426
2023-10-11,39155069.53995287
2023-10-12,38805642.05965287
2023-10-13,38609963.01105287
2023-10-16,38945246.53645287
2023-10-17,39295761.87670106
2023-10-18,38812484.807650164
2023-10-19,38640640.52225016
2023-10-20,38342886.03805017
2023-10-23,38235535.104850166
2023-10-24,38164875.08210941
2023-10-25,37821700.68440559
2023-10-26,37908694.54440559
2023-10-27,37596045.40600523
2023-10-30,37469248.60520524
2023-10-31,37745554.99404028
2023-11-01,37633362.973421514
2023-11-02,37787749.713421516
2023-11-03,38295885.40726252
2023-11-06,38207821.11726251
2023-11-07,38643458.81624344
2023-11-08,38560472.347178936
2023-11-09,38096165.99217895
2023-11-10,38701800.542178944
2023-11-13,38690962.84217894
2023-11-14,40270550.60616045
2023-11-15,40286836.67843709
2023-11-16,39989488.14873709
2023-11-17,40225761.16923709
2023-11-20,40397024.746837094
2023-11-21,40199202.88169936
2023-11-22,40249426.20636626
2023-11-24,40315893.90963596
2023-11-27,40235998.655435964
2023-11-28,40256014.09613429
2023-11-29,40376029.188334286
2023-11-30,40453097.072851285
2023-12-01,40932339.642851286
2023-12-04,41079710.279751286
2023-12-05,40720709.95053065
2023-12-06,40745212.520530656
2023-12-07,40930375.738824554
2023-12-08,40988289.798824556
2023-12-11,41220509.77882455
2023-12-12,41044437.71354
2023-12-13,41368809.02615928
2023-12-14,41692493.30395928
2023-12-15,41597658.24015928
2023-12-18,41655794.976159275
2023-12-19,42068888.15890506
2023-12-20,41706708.70664857
2023-12-21,42009673.56654857
2023-12-22,42039388.97814858
2023-12-26,42150718.44284858
2023-12-27,42089022.9689402
2023-12-28,42014699.049090184
2023-12-29,41947354.399090186
2024-01-02,41851516.93899018
2024-01-03,41398622.820301786
2024-01-04,41296248.242301784
2024-01-05,41197089.05232792
2024-01-08,41575370.25232793
2024-01-09,41747758.442020126
2024-01-10,41742693.23402013
2024-01-11,41555630.57402013
2024-01-12,41355259.7490845
2024-01-16,41239767.6390845
2024-01-17,40868353.02731531
2024-01-18,41162266.31302731
2024-01-19,41315102.0265992
2024-01-22,41579676.9765992
2024-01-23,41379457.90104021
2024-01-24,41178404.28104021
2024-01-25,41197751.26885236
2024-01-26,41216672.02885236
2024-01-29,41375878.86385236
2024-01-30,41187526.33427424
2024-01-31,40792492.02712805
2024-02-01,41011169.90746589
2024-02-02,40932973.307465896
2024-02-05,40764651.979965895
2024-02-06,40936404.01992295
2024-02-07,40940453.571353376
2024-02-08,41206737.00135338
2024-02-09,41460186.70135338
2024-02-12,41529662.16135338
2024-02-13,41184614.57574776
2024-02-14,41327403.784401685
2024-02-15,41395643.329301685
2024-02-16,41248803.47930168
2024-02-20,41155403.19930168
2024-02-21,41200870.27040449
2024-02-22,41301739.326713204
2024-02-23,41380354.45671321
2024-02-26,41614647.73271321
2024-02-27,41702499.28504408
2024-02-28,42188358.180044085
2024-02-29,42300564.22434175
2024-03-01,42571563.47115375
2024-03-04,42217058.52835375
2024-03-05,41752223.88102001
2024-03-06,41797389.29042
2024-03-07,41993889.5560741
2024-03-08,41908120.3510741
2024-03-11,41940951.75107409
2024-03-12,41870020.7999283
2024-03-13,41807830.49067533
